Security Start Date,Company Name,Country of Incorporation,LSE Market,FCA Listing Category,ISIN,Security Name,TIDM,Mkt Cap £m,Shares in Issue,Industry,Supersector,Sector,Subsector,Group,MarketSegmentCode,MarketSectorCode,Trading Currency,,,,,,,,,,,,,,,,,,
5-Aug-08,TRACSIS PLC                        ,GB,AIM,,GB00B28HSF71,ORD GBP0.004                            ,TRCS ,135.82134783,"27,328,239.00",Technology,Technology,Software & Computer Services,Software,9537,ASQ1,AMQ1,GBX,,,,,,,,,,,,,,,,,,
13-Feb-06,TRADER MEDIA EAST                  ,GB,UK Main Market,Standard GDRs,US89255G1094,GDR EACH REPR 1 ORD SH'144A'            ,82FN,184.360439999999,0.00,Consumer Services,Media,Media,Media Agencies,5555,MISC,INTM,USD,,,,,,,,,,,,,,,,,,
13-Feb-06,TRADER MEDIA EAST                  ,GB,UK Main Market,Standard GDRs,US89255G2084,GDR EACH REPR 1 ORD SH'REGS'            ,TME ,184.360439999999,"55,000,000.00",Consumer Services,Media,Media,Media Agencies,5555,IOBU,LLLN,USD,,,,,,,,,,,,,,,,,,
21-Apr-05,TRADING EMISSIONS                  ,IM,AIM,,GB00B073G363,ORD GBP0.01                             ,TRE  ,6.3574139702,"249,800,156.00",Financials,Financial Services,Financial Services,Specialty Finance,8775,AMSM,ASM7,GBX,,,,,,,,,,,,,,,,,,
16-Jul-13,TRAFALGAR NEW HOMES                ,GB,AIM,,GB00B0SP7491,ORD GBP0.01                             ,TRAF ,2.3837519,"238,375,190.00",Consumer Goods,Personal & Household Goods,Household Goods & Home Construction,Home Construction,3728,ASQ1,AMQ1,GBX,,,,,,,,,,,,,,,,,,
25-Oct-13,TRAKM8 HLDGS                       ,GB,AIM,,GB00B0P1RP10,ORD GBP0.01                             ,TRAK ,74.7327132,"32,492,484.00",Technology,Technology,Technology Hardware & Equipment,Computer Hardware,9572,AIMI,AIMT,GBX,,,,,,,,,,,,,,,,,,
15-Dec-99,TRANSENSE TECHNOLOGIES PLC         ,GB,AIM,,GB0009360198,ORD GBP0.01                             ,TRT  ,10.4955299775,"466,467,999.00",Consumer Goods,Automobiles & Parts,Automobiles & Parts,Auto Parts,3355,AIM ,AIM ,GBX,,,,,,,,,,,,,,,,,,
25-Nov-03,TRANS-SIBERIAN GOLD PLC            ,GB,AIM,,GB0033756866,ORD GBP0.10                             ,TSG  ,50.62441358,"110,053,073.00",Basic Materials,Basic Resources,Mining,Gold Mining,1777,AIM ,AIM ,GBX,,,,,,,,,,,,,,,,,,
19-Sep-86,TRAVIS PERKINS                     ,GB,UK Main Market,Premium Equity Commercial Companies,GB0007739609,ORD GBP0.10                             ,TPK ,4061.21805,"243,917,000.00",Industrials,Industrial Goods & Services,Support Services,Industrial Suppliers,2797,SET1,FS10,GBX,,,,,,,,,,,,,,,,,,
19-May-14,TREATT                             ,GB,UK Main Market,Premium Equity Commercial Companies,GB00BKS7YK08,ORD GBP0.02                             ,TET ,95.63943525,"52,405,170.00",Basic Materials,Chemicals,Chemicals,Specialty Chemicals,1357,SSQ3,SQQ3,GBX,,,,,,,,,,,,,,,,,,
4-Jan-16,TRENDIT LTD                        ,IL,International Main Market,,IL0011370256,ORD ILS0.1 (DI)                         ,TRIT,0,"192,012,773.00",Technology,Technology,Software & Computer Services,Software,9537,SSQ3,SQS3,GBX,,,,,,,,,,,,,,,,,,
21-Mar-96,TRIAD GROUP                        ,GB,UK Main Market,Premium Equity Commercial Companies,GB0009035741,ORD GBP0.01                             ,TRD ,7.044554235,"15,149,579.00",Technology,Technology,Software & Computer Services,Computer Services,9533,SSQ3,SQQ3,GBX,,,,,,,,,,,,,,,,,,
3-May-16,TRIBAL GROUP                       ,GB,AIM,,GB0030181522,ORD GBP0.05                             ,TRB  ,108.436065945,"195,380,299.00",Technology,Technology,Software & Computer Services,Software,9537,AMSM,ASM7,GBX,,,,,,,,,,,,,,,,,,
18-Dec-02,TRICOR PLC                         ,GB,AIM,,GB00B79BCZ12,ORD GBP0.00001                          ,TRIC ,0.4419769675,"176,790,787.00",Telecommunications,Telecommunications,Fixed Line Telecommunications,Fixed Line Telecommunications,6535,AIM ,AIM ,GBX,,,,,,,,,,,,,,,,,,
5-Dec-01,TRICORN GROUP                      ,GB,AIM,,GB0009716340,ORD GBP0.10                             ,TCN  ,3.04155,"33,795,000.00",Industrials,Industrial Goods & Services,Industrial Engineering,Industrial Machinery,2757,AIMI,AIMT,GBX,,,,,,,,,,,,,,,,,,
16-Feb-94,TRIFAST                            ,GB,UK Main Market,Premium Equity Commercial Companies,GB0008883927,ORD GBP0.05                             ,TRI ,159.76382688,"110,947,102.00",Industrials,Industrial Goods & Services,Industrial Engineering,Industrial Machinery,2757,SSMM,SSC7,GBX,,,,,,,,,,,,,,,,,,
21-Apr-06,TRINITY CAPITAL PLC                ,IM,AIM,,GB00B0ZL5243,ORD GBP0.01                             ,TRC  ,7.36434412,"210,409,832.00",Financials,Real Estate,Real Estate Investment & Services,Real Estate Holding & Development,8633,AIM ,AIM ,GBX,,,,,,,,,,,,,,,,,,
14-Feb-13,TRINITY EXPLORATION & PRODUCTION   ,GB,AIM,,GB00B8JG4R91,ORD USD1                                ,TRIN ,0,"94,799,986.00",Oil & Gas,Oil & Gas,Oil & Gas Producers,Exploration & Production,533,AMSM,ASM7,GBX,,,,,,,,,,,,,,,,,,
2-Dec-53,TRINITY MIRROR                     ,GB,UK Main Market,Premium Equity Commercial Companies,GB0009039941,ORD GBP0.10                             ,TNI ,288.05081724,"282,402,762.00",Consumer Services,Media,Media,Publishing,5557,SSMM,SSC5,GBX,,,,,,,,,,,,,,,,,,
18-Feb-08,TRIPLE POINT INCOME VCT PLC        ,GB,UK Main Market,Premium Equity Closed Ended Investment Funds,GB00B29KPN29,ORD GBP0.01                             ,TPV1,18.551794,"37,103,588.00",Financials,Equity Investment Instruments,Equity Investment Instruments,Equity Investment Instruments,8985,SSX4,SXNC,GBX,,,,,,,,,,,,,,,,,,
18-Feb-08,TRIPLE POINT INCOME VCT PLC        ,GB,UK Main Market,Premium Equity Closed Ended Investment Funds,GB00B87XBC63,ORD GBP0.01 A                           ,TPVA,18.551794,0.00,Financials,Equity Investment Instruments,Equity Investment Instruments,Equity Investment Instruments,8985,SSX4,SXNC,GBX,,,,,,,,,,,,,,,,,,
18-Feb-08,TRIPLE POINT INCOME VCT PLC        ,GB,UK Main Market,Premium Equity Closed Ended Investment Funds,GB00BNCBFH30,ORD GBP0.01 D                           ,TPVD,18.551794,"12,405,063.00",Financials,Equity Investment Instruments,Equity Investment Instruments,Equity Investment Instruments,8985,SSX4,SXNC,GBX,,,,,,,,,,,,,,,,,,
18-Feb-08,TRIPLE POINT INCOME VCT PLC        ,GB,UK Main Market,Premium Equity Closed Ended Investment Funds,GB00BGSH2G43,ORD GBP0.01 C                           ,TPVC,18.551794,"13,441,438.00",Financials,Equity Investment Instruments,Equity Investment Instruments,Equity Investment Instruments,8985,SSX4,SXNC,GBX,,,,,,,,,,,,,,,,,,
24-Dec-10,TRIPLE POINT VCT 2011 PLC          ,GB,UK Main Market,Premium Equity Closed Ended Investment Funds,GB00BYSQV489,ORD GBP0.01 B                           ,TPOB,0,"12,592,557.00",Financials,Equity Investment Instruments,Equity Investment Instruments,Equity Investment Instruments,8985,SSX4,SXNC,GBX,,,,,,,,,,,,,,,,,,
24-Dec-10,TRIPLE POINT VCT 2011 PLC          ,GB,UK Main Market,Premium Equity Closed Ended Investment Funds,GB00BNCBFM82,ORD GBP0.01 A                           ,TPOA,0,"7,158,498.00",Financials,Equity Investment Instruments,Equity Investment Instruments,Equity Investment Instruments,8985,SSX4,SXNC,GBX,,,,,,,,,,,,,,,,,,
24-Dec-10,TRIPLE POINT VCT 2011 PLC          ,GB,UK Main Market,Premium Equity Closed Ended Investment Funds,GB00B54ST296,ORD GBP0.01                             ,TPO ,0,"20,379,867.00",Financials,Equity Investment Instruments,Equity Investment Instruments,Equity Investment Instruments,8985,SSX4,SXNC,GBX,,,,,,,,,,,,,,,,,,
27-Aug-10,TRI-STAR RESOURCES PLC             ,GB,AIM,,GB0033646281,ORD GBP0.00005                          ,TSTR ,7.1996286843,"7,999,587,427.00",Basic Materials,Basic Resources,Industrial Metals & Mining,Nonferrous Metals,1755,AIM ,AIM ,GBX,,,,,,,,,,,,,,,,,,
1-Jun-05,TRISTEL                            ,GB,AIM,,GB00B07RVT99,ORD GBP0.01                             ,TSTL ,56.23599233,"42,282,701.00",Health Care,Health Care,Health Care Equipment & Services,Health Care Providers,4533,AIMI,AIMT,GBX,,,,,,,,,,,,,,,,,,
9-Dec-13,TRITAX BIG BOX REIT PLC            ,GB,UK Main Market,Premium Equity Closed Ended Investment Funds,GB00BG49KP99,ORD GBP0.01                             ,BBOX,831.61595265,"575,512,770.00",Financials,Real Estate,Real Estate Investment Trusts,Specialty REITs,8675,STMM,25FS,GBX,,,,,,,,,,,,,,,,,,
18-Jul-88,TROY INCOME & GROWTH TRUST PLC     ,GB,UK Main Market,Premium Equity Closed Ended Investment Funds,GB0003708665,ORD GBP0.25                             ,TIGT,154.2685937625,"199,700,445.00",Financials,Equity Investment Instruments,Equity Investment Instruments,Equity Investment Instruments,8985,SSMM,SSC6,GBX,,,,,,,,,,,,,,,,,,
18-Feb-91,TRUSTCO FINANCE                    ,GB,UK Main Market,Standard Debt,GB0008945718,11.5% SEVERAL DEB STK 2016(REGD)        ,87IN,0,"40,000,000.00",,,,,6,MISL,STBL,GBP,,,,,,,,,,,,,,,,,,
9-Dec-48,TT ELECTRONICS                     ,GB,UK Main Market,Premium Equity Commercial Companies,GB0008711763,ORD GBP0.25                             ,TTG ,233.831370755,"159,339,946.00",Industrials,Industrial Goods & Services,Electronic & Electrical Equipment,Electrical Components & Equipment,2733,SSMM,SSC5,GBX,,,,,,,,,,,,,,,,,,
17-Dec-14,TUI AG                             ,DE,International Main Market,Premium Equity Commercial Companies,DE000TUAG000,ORD REG SHS NPV (DI)                    ,TUI ,3061.03591118,"287,961,986.00",Consumer Services,Travel & Leisure,Travel & Leisure,Travel & Tourism,5759,SET1,FS10,GBX,,,,,,,,,,,,,,,,,,
19-Dec-06,TULLETT PREBON PLC                 ,GB,UK Main Market,Premium Equity Commercial Companies,GB00B1H0DZ51,ORD GBP0.25                             ,TLPR,929.989764165,"243,771,891.00",Financials,Financial Services,Financial Services,Investment Services,8777,STMM,F25F,GBX,,,,,,,,,,,,,,,,,,
18-Dec-00,TULLOW OIL PLC                     ,GB,UK Main Market,Premium Equity Commercial Companies,GB0001500809,ORD GBP0.10                             ,TLW ,1975.04664592,"906,400,480.00",Oil & Gas,Oil & Gas,Oil & Gas Producers,Exploration & Production,533,STMM,F25F,GBX,,,,,,,,,,,,,,,,,,
16-Oct-13,TUNGSTEN CORP PLC                  ,GB,AIM,,GB00B7Z0Q502,ORD GBP0.00438                          ,TUNG ,78.4781996325,"126,069,397.00",Financials,Financial Services,Financial Services,Specialty Finance,8775,AMSM,ASM6,GBX,,,,,,,,,,,,,,,,,,
28-Dec-06,TURBO POWER SYSTEMS INC            ,CA,AIM,,CA8999101030,COM NPV                                 ,TPS  ,5.005298883,"3,336,865,922.00",Industrials,Industrial Goods & Services,Industrial Engineering,Industrial Machinery,2757,AIM ,AIM ,GBX,,,,,,,,,,,,,,,,,,
12-Feb-96,TURKIYE GARANTI BANKASI            ,TR,International Main Market,Standard GDRs,US9001487019,ADS EACH 1 REPR 1 ORD 'LVL1'            ,TGBD,3724.43326784099,"1,474,770,000.00",Financials,Banks,Banks,Banks,8355,IOBU,LLLU,USD,,,,,,,,,,,,,,,,,,
12-Feb-96,TURKIYE GARANTI BANKASI            ,TR,International Main Market,Standard GDRs,US9001486029,ADS EACH 1 REPR 1 ORD '144A'            ,39IS,3724.43326784099,"4,200.00",Financials,Banks,Banks,Banks,8355,MISC,INTM,USD,,,,,,,,,,,,,,,,,,
14-May-98,TURKIYE IS BANKASI                 ,TR,International Main Market,Standard GDRs,US9001515074,GDR EACH REPR 1'C'SHS REG'S'            ,TIBD,123.59635842478,"47,999,488.00",Financials,Banks,Banks,Banks,8355,IOBU,LLLN,USD,,,,,,,,,,,,,,,,,,
14-May-98,TURKIYE IS BANKASI                 ,TR,International Main Market,Standard GDRs,US9001514085,GDR EACH REPR 1'C'SHS 144A              ,98LM,123.59635842478,0.00,Financials,Banks,Banks,Banks,8355,MISC,INTM,USD,,,,,,,,,,,,,,,,,,
6-Mar-13,TWENTYFOUR INCOME FUND LTD         ,GG,UK Main Market,Premium Equity Closed Ended Investment Funds,GG00B90J5Z95,ORD RED GBP0.01                         ,TFIF,610.0769235,"549,618,850.00",Financials,Equity Investment Instruments,Equity Investment Instruments,Equity Investment Instruments,8985,SSMM,SSC6,GBX,,,,,,,,,,,,,,,,,,
10-Mar-14,TWENTYFOUR SELECT MONTHLY INC FD   ,GG,UK Main Market,Premium Equity Closed Ended Investment Funds,GG00BJVDZ946,ORD GBP0.01                             ,SMIF,144.53108424,"155,409,768.00",Financials,Equity Investment Instruments,Equity Investment Instruments,Equity Investment Instruments,8985,SSMM,SSC6,GBX,,,,,,,,,,,,,,,,,,
8-Jul-13,TYMAN PLC                          ,GB,UK Main Market,Premium Equity Commercial Companies,GB00B29H4253,ORD GBP0.05                             ,TYMN,487.53026049,"178,582,513.00",Industrials,Construction & Materials,Construction & Materials,Building Materials & Fixtures,2353,SSMM,SSC5,GBX,,,,,,,,,,,,,,,,,,
1-Jun-07,TYRATECH INC                       ,US,AIM,,US90239R2031,ORD USD0.001 (DI)                       ,TYRU ,9.368211985,"55,442,852.00",Basic Materials,Chemicals,Chemicals,Specialty Chemicals,1357,AIM ,AIM ,GBX,,,,,,,,,,,,,,,,,,
1-Jun-07,TYRATECH INC                       ,US,AIM,,USU890581080,ORD USD0.001 DI REGS                    ,TYR  ,9.368211985,"308,197,057.00",Basic Materials,Chemicals,Chemicals,Specialty Chemicals,1357,AIM ,AIMR,GBX,,,,,,,,,,,,,,,,,,
14-Jul-86,U & I GROUP PLC                    ,GB,UK Main Market,Premium Equity Commercial Companies,GB0002668464,ORD GBP0.50                             ,UAI ,212.19179925,"123,907,620.00",Financials,Real Estate,Real Estate Investment & Services,Real Estate Holding & Development,8633,SSMM,SSC5,GBX,,,,,,,,,,,,,,,,,,
22-Jun-11,UBISENSE GROUP PLC                 ,GB,AIM,,GB00B3NCXX73,ORD GBP0.02                             ,UBI  ,19.2306051,"54,944,586.00",Technology,Technology,Software & Computer Services,Software,9537,ASQ1,AMQ1,GBX,,,,,,,,,,,,,,,,,,
1-Jul-08,UBM PLC                            ,JE,UK Main Market,Premium Equity Commercial Companies,JE00BD9WR069,ORD GBP0.1125                           ,UBM ,2715.223149375,"394,941,549.00",Consumer Services,Media,Media,Publishing,5557,STMM,F25F,GBX,,,,,,,,,,,,,,,,,,
5-Mar-92,UDG HEALTHCARE PLC                 ,IE,International Main Market,Premium Equity Commercial Companies,IE0033024807,ORD EUR0.05                             ,UDG ,1467.024064625,"239,514,133.00",Consumer Services,Retail,Food & Drug Retailers,Drug Retailers,5333,STMM,F25F,GBX,,,,,,,,,,,,,,,,,,
20-Jun-07,UIL FINANCE LTD                    ,BM,International Main Market,Standard Shares,BMG916101089,RED ZDP 31/10/16 GBP0.10(DI)            ,UTLC,0,"47,500,000.00",Financials,Equity Investment Instruments,Equity Investment Instruments,Equity Investment Instruments,8985,SSQ3,SQS3,GBX,,,,,,,,,,,,,,,,,,
20-Jun-07,UIL FINANCE LTD                    ,BM,International Main Market,Standard Shares,BMG916101162,RED ZDP 31/10/18 GBP0.059319(DI)        ,UTLD,0,"49,842,413.00",Financials,Equity Investment Instruments,Equity Investment Instruments,Equity Investment Instruments,8985,SSQ3,SQS3,GBX,,,,,,,,,,,,,,,,,,
20-Jun-07,UIL LTD                            ,BM,International Main Market,Premium Equity Closed Ended Investment Funds,BMG917071026,ORD GBP0.10(DI)                         ,UTL ,148.549732905,"90,303,789.00",Financials,Equity Investment Instruments,Equity Investment Instruments,Equity Investment Instruments,8985,SSQ3,SQQ3,GBX,,,,,,,,,,,,,,,,,,
22-Sep-06,UK COMMERCIAL PROPERTY TRUST LTD   ,GG,UK Main Market,Premium Equity Closed Ended Investment Funds,GB00B19Z2J52,ORD GBP0.25                             ,UKCM,1003.857923754,"1,257,967,323.00",Financials,Real Estate,Real Estate Investment & Services,Real Estate Holding & Development,8633,STMM,25FS,GBX,,,,,,,,,,,,,,,,,,
5-Jul-93,UK MAIL GROUP PLC                  ,GB,UK Main Market,Premium Equity Commercial Companies,GB0001576163,ORD GBP 0.10                            ,UKM ,167.53734536,"54,395,242.00",Industrials,Industrial Goods & Services,Industrial Transportation,Delivery Services,2771,SSMM,SSC6,GBX,,,,,,,,,,,,,,,,,,
7-Jul-15,UK MORTGAGES LTD                   ,GG,UK Main Market,,GG00BXDZMK63,ORD GBP0.01                             ,UKML,245.3125,"250,000,000.00",Financials,Equity Investment Instruments,Equity Investment Instruments,Equity Investment Instruments,8985,SFM1,SFML,GBX,,,,,,,,,,,,,,,,,,
2-Mar-05,UK OIL & GAS INVESTMENTS PLC       ,GB,AIM,,GB00B9MRZS43,ORD GBP0.0001                           ,UKOG ,43.2943771635,"2,509,818,966.00",Technology,Technology,Technology Hardware & Equipment,Telecommunications Equipment,9578,AIM ,AIM ,GBX,,,,,,,,,,,,,,,,,,
11-Feb-05,UKRPRODUCT GROUP                   ,JE,AIM,,GB00B03HK741,ORD GBP0.10                             ,UKR  ,1.24229486975,"41,067,599.00",Consumer Goods,Food & Beverage,Food Producers,Food Products,3577,AMSM,AM25,GBX,,,,,,,,,,,,,,,,,,
28-Jul-14,ULS TECHNOLOGY PLC                 ,GB,AIM,,GB00BNG8T458,ORD GBP0.004                            ,ULS  ,42.85263774,"64,928,239.00",Consumer Services,Media,Media,Media Agencies,5555,AMSM,ASM7,GBX,,,,,,,,,,,,,,,,,,
8-Dec-99,ULTIMATE SPORTS GROUP PLC          ,GB,AIM,,GB00BYV31355,ORD GBP0.10                             ,USG  ,3.84971122,"20,261,638.00",Financials,Financial Services,Financial Services,Specialty Finance,8775,AIMI,AIMT,GBX,,,,,,,,,,,,,,,,,,
3-Oct-96,ULTRA ELECTRONICS HLDGS            ,GB,UK Main Market,Premium Equity Commercial Companies,GB0009123323,ORD GBP0.05                             ,ULE ,1168.8121627,"69,160,483.00",Industrials,Industrial Goods & Services,Aerospace & Defense,Defense,2717,STMM,F25F,GBX,,,,,,,,,,,,,,,,,,
10-Mar-10,UNICORN AIM VCT PLC                ,GB,UK Main Market,Premium Equity Closed Ended Investment Funds,GB00B1RTFN43,ORD GBP0.01                             ,UAV ,129.057522,"93,860,016.00",Financials,Equity Investment Instruments,Equity Investment Instruments,Equity Investment Instruments,8985,SSQ3,SQQ3,GBX,,,,,,,,,,,,,,,,,,
11-Aug-39,UNILEVER                           ,GB,UK Main Market,Premium Equity Commercial Companies,GB00B10RZP78,ORD GBP0.031111                         ,ULVR,46235.41797969,"1,310,156,361.00",Consumer Goods,Food & Beverage,Food Producers,Food Products,3577,SET0,FE00,GBX,,,,,,,,,,,,,,,,,,
30-Jul-13,UNION JACK OIL PLC                 ,GB,AIM,,GB00B814XC94,ORD GBP0.00025                          ,UJO  ,4.621934088,"2,888,708,805.00",Oil & Gas,Oil & Gas,Oil & Gas Producers,Exploration & Production,533,ASQ1,AMQ1,GBX,,,,,,,,,,,,,,,,,,
29-Jan-70,UNISYS CORP                        ,US,International Main Market,Standard Shares,US9092143067,USD0.01                                 ,USY ,330.306106499999,"42,300,000.00",Technology,Technology,Software & Computer Services,Computer Services,9533,SSX4,SXSN,USD,,,,,,,,,,,,,,,,,,
11-Apr-00,UNITE GROUP                        ,GB,UK Main Market,Premium Equity Commercial Companies,GB0006928617,ORD GBP0.25                             ,UTG ,1386.375791745,"221,289,033.00",Financials,Real Estate,Real Estate Investment & Services,Real Estate Holding & Development,8633,STMM,F25F,GBX,,,,,,,,,,,,,,,,,,
29-Jun-07,UNITED BANK LTD                    ,PK,PSM,Standard GDRs,US90953P1021,GDR EACH REPR 4 ORD '144A'              ,UBLA,184.309208747729,0.00,Financials,Banks,Banks,Banks,8355,MISC,INPD,USD,,,,,,,,,,,,,,,,,,
29-Jun-07,UNITED BANK LTD                    ,PK,PSM,Standard GDRs,US90953P2011,GDR EACH REPR 4ORD 'REGS'               ,UBLS,184.309208747729,"43,987,773.00",Financials,Banks,Banks,Banks,8355,IOBU,IPLN,USD,,,,,,,,,,,,,,,,,,
2-Dec-14,UNITED CACAO LTD SEZC              ,KY,AIM,,KYG9271M1078,ORD USD0.001 (DI)                       ,CHOC ,21.0887314,"19,171,574.00",Consumer Goods,Food & Beverage,Food Producers,Farming & Fishing,3573,ASQ1,AMQ1,GBX,,,,,,,,,,,,,,,,,,
17-Feb-05,UNITED CARPETS GROUP               ,GB,AIM,,GB00B05J4D26,ORD GBP0.01                             ,UCG  ,8.44525,"81,400,000.00",Consumer Services,Retail,General Retailers,Home Improvement Retailers,5375,AIM ,AIM ,GBX,,,,,,,,,,,,,,,,,,
28-Jul-08,UNITED UTILITIES GROUP PLC         ,GB,UK Main Market,Premium Equity Commercial Companies,GB00B39J2M42,ORD GBP0.05                             ,UU. ,6623.88489455,"681,820,370.00",Utilities,Utilities,"Gas, Water & Multiutilities",Water,7577,SET1,FS10,GBX,,,,,,,,,,,,,,,,,,
20-Feb-98,UNIVERSE GROUP                     ,GB,AIM,,GB0009483594,ORD GBP0.01                             ,UNG  ,24.87018347375,"223,552,211.00",Industrials,Industrial Goods & Services,Support Services,Business Support Services,2791,AIM ,AIM ,GBX,,,,,,,,,,,,,,,,,,
16-Dec-05,UNIVISION ENGINEERING              ,HK,AIM,,HK0000033065,ORD NPV                                 ,UVEL ,1.917886615,"383,577,323.00",Industrials,Industrial Goods & Services,Electronic & Electrical Equipment,Electronic Equipment,2737,AIM ,AIM ,GBX,,,,,,,,,,,,,,,,,,
26-Oct-15,UPLAND RESOURCES LTD               ,VG,International Main Market,Standard Shares,VGG7552A1075,ORD NPV(DI)                             ,UPL ,2.93477058875,"213,437,861.00",Financials,Financial Services,Financial Services,Specialty Finance,8775,SSQ3,SQS3,GBX,,,,,,,,,,,,,,,,,,
9-Aug-05,URALS ENERGY PUBLIC CO             ,CY,AIM,,CY0000111027,ORD USD0.0063 (DI)                      ,UEN  ,5.6804146875,"252,462,875.00",Oil & Gas,Oil & Gas,Oil & Gas Producers,Exploration & Production,533,AIM ,AIM ,GBX,,,,,,,,,,,,,,,,,,
18-Feb-05,URANIUM RESOURCES PLC              ,GB,AIM,,GB00B068N088,ORD GBP0.001                            ,URA  ,2.272897485,"757,632,495.00",Basic Materials,Basic Resources,Industrial Metals & Mining,Nonferrous Metals,1755,AIM ,AIM ,GBX,,,,,,,,,,,,,,,,,,
22-May-14,URBAN&CIVIC PLC                    ,GB,UK Main Market,Standard Shares,GB00BKT04W07,ORD GBP0.20                             ,UANC,333.103627315,"141,295,282.00",Financials,Real Estate,Real Estate Investment & Services,Real Estate Holding & Development,8633,SSMU,SMEV,GBX,,,,,,,,,,,,,,,,,,
12-Sep-07,URU METALS LD                      ,VG,AIM,,VGG930041022,ORD USD0.01 (DI)                        ,URU  ,1.23359755875,"328,959,349.00",Basic Materials,Basic Resources,Industrial Metals & Mining,Nonferrous Metals,1755,AIM ,AIM ,GBX,,,,,,,,,,,,,,,,,,
14-Oct-11,UTILICO EMERGING MARKETS LTD       ,BM,International Main Market,Premium Equity Closed Ended Investment Funds,BMG931151069,ORD GBP0.10 (DI)                        ,UEM ,449.176040485,"211,462,599.00",Financials,Equity Investment Instruments,Equity Investment Instruments,Equity Investment Instruments,8985,SSMM,SSC6,GBX,,,,,,,,,,,,,,,,,,
14-Oct-11,UTILICO EMERGING MARKETS LTD       ,BM,International Main Market,Standard Shares,BMG931071374,SUBSCRIPTION SHS GBP0.00005 (DI)        ,UEMS,449.176040485,"42,648,610.00",Financials,Equity Investment Instruments,Equity Investment Instruments,Equity Investment Instruments,8985,SET3,ON15,GBX,,,,,,,,,,,,,,,,,,
12-Jun-12,UTILITYWISE PLC                    ,GB,AIM,,GB00B6WVD707,ORD GBP0.001                            ,UTW  ,106.56983898,"77,224,521.00",Industrials,Industrial Goods & Services,Support Services,Business Support Services,2791,AMSM,ASM6,GBX,,,,,,,,,,,,,,,,,,
19-Dec-07,UVENCO UK PLC                      ,GB,AIM,,GB00B29HFH73,ORD GBP0.02                             ,UVEN ,5.96779616,"74,597,452.00",Consumer Services,Retail,Food & Drug Retailers,Food Retailers & Wholesalers,5337,AIMI,AIMT,GBX,,,,,,,,,,,,,,,,,,
3-Oct-06,VALIRX PLC                         ,GB,AIM,,GB00BWWYSP41,ORD GBP0.001                            ,VAL  ,4.655314785,"56,428,058.00",Health Care,Health Care,Pharmaceuticals & Biotechnology,Biotechnology,4573,AIMI,AIMT,GBX,,,,,,,,,,,,,,,,,,
14-Jul-81,VALUE & INCOME TRUST               ,GB,UK Main Market,Premium Equity Closed Ended Investment Funds,GB0008484718,ORD GBP0.10                             ,VIN ,112.555625,"45,500,000.00",Financials,Equity Investment Instruments,Equity Investment Instruments,Equity Investment Instruments,8985,SSMM,SSC6,GBX,,,,,,,,,,,,,,,,,,
14-Jul-81,VALUE & INCOME TRUST               ,GB,UK Main Market,Standard Debt,GB0009258137,9.375% DEB STK 2026                     ,96IO,112.555625,"20,000,000.00",Financials,Equity Investment Instruments,Equity Investment Instruments,Equity Investment Instruments,8985,STBS,SBDL,GBP,,,,,,,,,,,,,,,,,,
30-Jun-06,VAST RESOURCES PLC                 ,GB,AIM,,GB00B142P698,ORD GBP0.001                            ,VAST ,10.60256942145,"3,720,199,797.00",Basic Materials,Basic Resources,Mining,Gold Mining,1777,AIM ,AIM ,GBX,,,,,,,,,,,,,,,,,,
18-Jul-07,VECTURA GROUP                      ,GB,UK Main Market,Premium Equity Commercial Companies,GB00B01D1K48,ORD GBP0.00025                          ,VEC ,854.07291991,"651,964,061.00",Health Care,Health Care,Pharmaceuticals & Biotechnology,Pharmaceuticals,4577,STMM,25FS,GBX,,,,,,,,,,,,,,,,,,
10-Dec-03,VEDANTA RESOURCES                  ,GB,UK Main Market,Premium Equity Commercial Companies,GB0033277061,ORD USD0.10                             ,VED ,1464.44209454,"297,047,078.00",Basic Materials,Basic Resources,Mining,General Mining,1775,STMM,F25F,GBX,,,,,,,,,,,,,,,,,,
20-Oct-03,VELA TECHNOLOGIES PLC              ,GB,AIM,,GB00B7D7F340,ORD GBP0.001                            ,VELA ,1.417495233,"859,088,020.00",Consumer Services,Media,Media,Media Agencies,5555,AIM ,AIM ,GBX,,,,,,,,,,,,,,,,,,
20-Nov-08,VELOCYS PLC                        ,GB,AIM,,GB00B11SZ269,ORD GBP0.01                             ,VLS  ,44.7247518975,"143,693,982.00",Oil & Gas,Oil & Gas,"Oil Equipment, Services & Distribution",Oil Equipment & Services,573,AMSM,ASM7,GBX,,,,,,,,,,,,,,,,,,
30-Jun-16,VELTYCO GROUP PLC                  ,IM,AIM,,IM00BYT32K14,ORD NPV                                 ,VLTY ,14.855706285,"56,059,269.00",Consumer Services,Travel & Leisure,Travel & Leisure,Gambling,5752,ASQ1,AMQ1,GBX,,,,,,,,,,,,,,,,,,
14-Dec-12,VENN LIFE SCIENCES HLDGS PLC       ,GB,AIM,,GB00B9275X97,ORD GBP0.001                            ,VENN ,17.168189955,"60,239,263.00",Health Care,Health Care,Health Care Equipment & Services,Health Care Providers,4533,ASQ1,AMQ1,GBX,,,,,,,,,,,,,,,,,,
